id,title,author,price
52b13a6d-bc53-414b-be85-965bb0a5c651,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,11
d62f6110-2ee8-4dc5-b60a-d9af1cd701a4,The Rainmaker,John Grisham,19
18f7dde1-c187-41b2-8ce3-e90f651b892a,The Mistress of Spices,Chitra Banerjee Divakaruni,17
3d648556-fa75-400c-9d28-4908640a5e41,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,15
20ec57d4-d4f0-4e71-9ff1-91a701915f11,Into the Wild,Jon Krakauer,19
e1a69d5c-8dcf-420a-af17-9ec2fd294fe3,Oryx and Crake,Margaret Atwood,16
6632ff33-1da7-4c3e-9830-8ffe6426019e,The Da Vinci Code,Dan Brown,14
cfe860a4-c3f6-4590-8119-53dba4cac2b3,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,12
e5ddf18b-dc5c-45ee-aa92-d5234059bbfa,Lord of the Flies,William Gerald Golding,10
d8bc3842-7fe2-4469-8a87-07891119318b,Watchers,Dean R. Koontz,13
160bb86c-e114-49a7-a146-31c159e9714e,Mortal Fear,Robin Cook,15
2c5f8ac3-8ef1-4b34-a269-b2cc0919a96b,Lightning,Dean R. Koontz,12
bec95869-469f-4dc8-bc10-0c4662a9cd03,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,13
0ad5d83e-1b5a-4b95-8b53-d4a62b610dc5,Rules of Prey,John Sandford,16
7b8ad661-0d94-4961-b640-c4ef1ee84f5d,Harmful Intent,Robin Cook,14
dd5cdd58-de54-4586-8071-888029f4d5ae,Vital Signs,Robin Cook,10
c1bceb37-eee0-45b5-97ef-ed5e8c015e9a,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,15
60b7405f-71b3-4237-9076-868e37779baf,Mind Prey,John Sandford,15
0a04f55e-e14d-4b92-9a96-c102463bbcfd,From Potter's Field,Patricia Daniels Cornwell,15
3a3f4299-efa0-4bab-a86d-1b4af2a4a0d1,Contagion,Robin Cook,14
cc7d9bf9-bdbe-40d7-9a60-487d8fbbcd99,Cause of Death,Patricia Daniels Cornwell,19
721f7ec7-27ac-45cc-96d2-43297c1b63b0,Certain Prey,John Sandford,17
068298aa-2fe5-43da-97a0-8fb2bd05a8ec,Black Notice,Patricia Daniels Cornwell,17
02b48c31-63da-4aaa-8c88-3725c6988d19,Keepsake Crimes (First Scrapbooking Mystery),Laura Childs,17
189b8f28-0f74-4d95-9ecf-066651107bc9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,16
0e0c6c5c-3d77-47b4-bc83-5f8338bbb95b,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,15
22d6471e-f102-4c52-a414-3fe6a19ae9c2,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,17
7733e8fa-7edd-4ee3-b730-9616a7413cb4,Crossings,DANIELLE STEEL,12
0e7aa17b-0865-40c3-adc3-27d3404550cf,The Promise,Danielle Steel,11
8f859dee-0714-42cf-a305-3f42bebd65eb,The Ring,Danielle Steel,19
5d3e500e-e85d-4e30-b68a-3093677ed432,Secrets,DANIELLE STEEL,18
759b4751-69f6-4782-9aea-08baf8eb2c1a,Thurston House,Danielle Steel,12
d0456f39-b1af-44e7-92a9-808220a54e7e,Wanderlust,Danielle Steel,16
5a37b29c-fc60-4c73-91eb-a7379375562d,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,14
39ad99ca-62a1-422c-90ea-b2cc7c332c51,Guardian Angel,Sara Paretsky,13
d5ac697a-3cfb-4183-bd89-be82b5139474,Vanished,Danielle Steel,17
81d2980a-5f4b-43eb-ad57-9df95ede2e11,The Partner,John Grisham,13
34cb06a7-d849-4312-af58-40bf34c589d0,The Street Lawyer,JOHN GRISHAM,18
87096da8-c878-4eb6-b10c-10ddad4da280,Unfit to Practice,Perri O'Shaughnessy,19
3e0643aa-4f8c-4057-8fed-c29c34a4217b,Tell No One,Harlan Coben,13
159828b8-80c5-4e29-bf39-503ddcb31d67,Gone for Good,HARLAN COBEN,12
0e623a81-d52d-4d90-b17f-eead16265e41,The Summons,John Grisham,11
8fc4764d-4187-43ae-b21c-ffc3015836a5,Dune (Remembering Tomorrow),Frank Herbert,13
556fed33-825c-44c4-a022-eec73952f4a6,The Once and Future King,T. H. White,16
9ebe5d54-4dce-4af9-98b8-c752336d26c9,Presumed Innocent,Scott Turow,14
e760972d-0d93-42f3-8560-6670b5d6e63f,The Day After Tomorrow,Allan Folsom,18
7a4f209e-b3b9-4c28-9f16-97f3da4588af,Blood Work,Michael Connelly,13
b9873ff6-7798-4fd4-be48-0385c88a585b,Hide &amp; Seek,James Patterson,17
c0fd210a-9470-47ad-a40a-e065d9c5c95f,Jack &amp; Jill (Alex Cross Novels),James Patterson,11
b4086a35-42ea-4586-8293-45f8448a37cd,Unspeakable,Sandra Brown,18
4909de9e-f37c-4a0b-b884-82b72cc41c07,Saving Faith,David Baldacci,19
a496647e-0dee-4a0f-bb5c-b12803348539,Violets Are Blue,James Patterson,13
a722960d-a4e8-48d0-9e83-2c529c8aab72,J Is for Judgment,Sue Grafton,16
2a27be65-0766-4e5d-9b3c-dcf53917803c,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,19
6d467645-86ae-4212-a0ea-7734561e726b,Mindbend,Robin Cook,17
6723689b-4bc3-4053-b468-34af0c4ef7e1,Misery,Stephen King,16
b9339bfc-615b-45c7-bfaf-499f4d6cb63f,Dolores Claiborne,Stephen King,19
ead39458-79b3-4e29-81a5-9a06e4bdf0ea,The Songcatcher: A Ballad Novel,Sharyn McCrumb,14
a6d26ec4-ae2f-4061-bcdf-0a484fe1ec3c,24 Hours,Greg Iles,15
90fa745e-b63f-4ec7-a8ea-a567fe585b1a,The Virgin Blue,Tracy Chevalier,15
d706fbc1-181b-4c1e-841b-e77c34952a12,Eclipse Bay,Jayne Ann Krentz,10
7bd50897-1901-4f63-bdec-d9f05f712000,The Edge,Catherine Coulter,16
21646c39-71e4-47d1-b262-d99a53f36071,Dawn in Eclipse Bay,Jayne Ann Krentz,14
19961da0-4bec-4944-8abc-14d0965b49a5,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,12
b8103043-1e3e-4ea9-a1ba-28eced6ffd83,Hemlock Bay,Catherine Coulter,12
5fb867e2-0f65-4392-97a1-0b1aabcbee60,Behind the Scenes at the Museum,Kate Atkinson,17
c5f91258-da38-482f-bc4d-c2e81ed5a1e2,The Prince of Tides,Pat Conroy,18
dda244f9-a2b3-42cf-a438-2ce42ecfa6a0,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,15
772cb2f0-8073-4d30-adac-5bdd43e6bc05,Where the Red Fern Grows,Wilson Rawls,15
69383df4-2549-4631-8c5e-e8a81d63f66f,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,14
b9b937b2-d74c-4a0e-8e22-d32fb84adbc0,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,10
dff6efdd-8aec-4d84-9a69-1b99d36891f5,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,14
29fd62d5-3639-4999-b1de-a730a3bbd549,Fugitive Nights,Joseph Wambaugh,18
d9ddc23a-d497-45e6-ba86-b4b536269917,The Beekeeper's Apprentice,LAURIE R. KING,16
d7b935e5-0aee-4449-a5ca-488c6d0da7ff,Long After Midnight,IRIS JOHANSEN,17
c2dd4fab-4391-4fdf-aaf1-1ad23aec2026,The Alienist,Caleb Carr,17
43c0de07-d58f-4375-9358-905072438d62,A Monstrous Regiment of Women,LAURIE R. KING,16
cabfb8f9-6265-4520-a040-c4a15258e193,One Door Away from Heaven,Dean R. Koontz,19
19298139-2e12-4368-b8eb-6ee890381394,Reap the Wind,Iris Johansen,15
5e96ed96-8068-4457-bbb1-fc9881268af4,By the Light of the Moon,DEAN KOONTZ,18
38f7c468-462b-453f-9134-584e18dc71bf,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,19
39b21c6c-e789-48f7-931d-eba1897d5a08,Year of Wonders: A Novel of the Plague,Geraldine Brooks,19
a48d6a97-7e6e-4851-8f86-744416eed29a,Two for the Dough,Janet Evanovich,10
c715ed49-769b-47f5-9772-1370d6a2b46f,High Tide,Jude Deveraux,15
5f2ed9de-5522-4cd8-89c1-8703bade6f79,Petals on the Wind (Dollanganger),V.C. Andrews,13
a77dbdf8-a0be-49f9-a1c3-88f8503ff6a8,Stranger Is Watching,Mary Higgins Clark,15
35c64ca3-34a1-4b86-8b06-86449c43924a,A Year in Provence,Peter Mayle,11
42460b37-8ba8-4b9b-8eaa-f6ca9a82c51c,Toujours Provence (Vintage Departures),Peter Mayle,10
809cfe6c-ce18-4b6c-9ae3-d6416ef3efb4,Midnight in the Garden of Good and Evil,John Berendt,19
6d904db4-184d-4d9c-b802-15198d594224,Angela's Ashes (MMP) : A Memoir,Frank McCourt,11
9ddcc17f-c0a8-4bb0-94a7-f43dedf8024b,The Meaning Of Life,Bradley Trevor Greive,16
7bc7c2dd-ff6f-40af-8b67-1da78e8d1f80,Pay It Forward,Catherine Ryan Hyde,15
43d34529-3808-4987-81fc-4df3fbfb281d,Trading Places,Fern Michaels,15
826d4701-2954-4f7d-9a67-11ab1c674480,The Kitchen God's Wife,Amy Tan,17
6e8202ab-0ba1-4af7-bf2a-545617118723,Saint Maybe,ANNE TYLER,11
0d91e816-2d25-41e0-be33-96a12a394241,A Patchwork Planet,ANNE TYLER,15
0d6e7a0a-3368-432e-8def-2e8349bf2d3b,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,17
d7f939e5-687d-4099-803a-5dda1054769f,The Book of Questions,Gregory Stock,16
138fb980-38d8-4154-9dbb-abee0f54ebf3,All I Need to Know I Learned from My Cat,Suzy Becker,14
6023fa5c-4471-4eef-8aa9-17c8445d7e69,Wild Animus,Rich Shapero,18
959f3a16-91bd-4693-940f-9623e8681259,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,12
6dc4f2d9-2e9e-40c5-8115-68b5483242f3,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,11
6d233ddf-cd13-4b31-a850-486e870012d2,Point of Origin,Patricia Daniels Cornwell,17
d091c51d-2bab-4d5e-9e99-e24708d8f808,The Testament,John Grisham,16
9d6061c9-72d6-428a-8595-829fd87225d8,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,16
04e08fe9-4a86-4ab2-9df0-d984c745f21f,All I Really Need to Know,ROBERT FULGHUM,15
ede0f45d-8ebe-4c8f-97d1-2167260053ae,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,12
4e70864c-1f7c-4aea-b2b4-fb4c79d70487,Once upon a More Enlightened Time: More Politically Correct Bedtime Stories,James Finn Garner,18
292ce9ea-aed9-4bc9-958d-1f14dffa097a,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,18
29217740-e305-4073-ba42-7469d7278a11,Sword of Shannara,Terry Brooks,13
dc188c4f-e4c6-4b3c-b024-a186f2d7c604,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,10
b1eccbea-29fc-4416-b395-d832d3e4f053,Rising Sun,MICHAEL CRICHTON,11
d8fdfdb0-4f4f-47a6-b28c-d7f56f3bc986,Sleepers,Lorenzo Carcaterra,12
4683cd38-e3f4-46a6-85b2-30cd790774e3,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,17
9812dd93-a9dc-430c-ad3e-ee2468a24df2,Invasion,Robin Cook,15
e50883d9-ea5a-4dd1-910f-0e657f423e39,Family Album,Danielle Steel,17
11e3cdbc-15e3-4699-902e-f91d6025de87,Red Dragon,Thomas Harris,14
30141290-037f-4594-8129-b30f130b0432,The Brethren,John Grisham,19
31b8ceff-6c65-4b40-8044-2987a819a58a,The Notebook,Nicholas Sparks,17
c4172f82-27a0-4b25-b687-aba0f30b890b,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,11
4a554829-6fb5-488b-abd6-194d0e9472cb,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,13
99c18abb-08f8-43e1-8957-8c9795c5162d,Jane Eyre (Bantam Classics),Charlotte Bronte,14
2cabae5c-ec37-489a-bdef-ce12e8205e8a,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,12
e79fb479-28e9-4b7f-91ec-79f2fa5a4c5c,FLOOD TIDE,Clive Cussler,12
41701e7d-2158-425a-bd0f-e818f0885932,For the Roses,Julie Garwood,18
f6fe687b-d88f-4631-b6c8-34c044b70be7,Table For Two,Nora Roberts,19
f1c68def-55c5-4556-bb99-0583a651ac2f,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,10
295f54e9-56d2-4d1a-9bf6-7e02763623c0,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,12
8e891188-3a4a-455a-a9ce-df89ee9af65f,Five Quarters of the Orange,Joanne Harris,14
5e72e4fa-9479-4ef7-896e-5cd888e278d2,Message in a Bottle,Nicholas Sparks,18
e798af87-3fb8-45c9-9989-6bd2f2c52a2b,Seabiscuit: An American Legend,LAURA HILLENBRAND,10
458522bd-2216-4d26-a8cb-a03fc8674a0c,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,15
d843b68c-b90b-412d-a8a6-2a22e61d40f3,"Breath, Eyes, Memory",Edwidge Danticat,18
5274e5c0-b27f-4889-8601-e19cc09dcc55,The Boy Next Door,Meggin Cabot,17
0cca9ee9-e84a-4d81-bb49-af38fb3cd496,The Poisonwood Bible,Barbara Kingsolver,17
1374ad29-7b56-4c7f-8bfd-4e83b62f4eaa,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,10
30281a8a-8be2-44a8-85fd-b58bc9a11674,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,19
2b390f0a-6daa-4952-b29e-49042b501c5a,Little Altars Everywhere: A Novel,Rebecca Wells,16
a4741443-7ac4-40af-a130-f4b1e25ef738,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,19
0ce5ffe6-4f76-4132-a563-075d4eaca696,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,11
6c6c60a9-ee5a-4728-a5d0-a76aeff6e299,Getting Over It,Anna Maxted,15
b9c263e7-2046-4c6e-99a3-173894151de3,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,13
eb797a09-31e0-4174-b671-d5598207b042,"Princess in the Spotlight (The Princess Diaries, Vol. 2)",Meg Cabot,19
ed64b51e-d595-4abf-80b6-fbabd7ace289,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,15
18a24bd0-b288-4fe3-a0f9-43d7d2f70be9,The Girls' Guide to Hunting and Fishing,Melissa Bank,15
b65f5732-d527-4fbb-807c-099acacc1e17,The Samurai's Garden : A Novel,Gail Tsukiyama,15
b1bb89da-a3a8-485b-91e4-fa142dbbecf2,Bachelor Brothers' Bed &amp; Breakfast,Bill Richardson,19
0416d820-fa71-4351-bc74-07cc3dba5dd5,The Nanny Diaries: A Novel,Emma McLaughlin,19
ba4b922c-73b9-4021-b7a7-58f20b4d4ebf,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,18
587f1f62-9f2a-4186-9318-9e9eedb5aee5,Interview with the Vampire,Anne Rice,18
fef82606-6cc5-47a9-9d9e-5894cad10cc6,Timeline,MICHAEL CRICHTON,19
62cbc911-dcf7-4aee-86d0-1fbca1781a13,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,16
0e85a19c-f7df-42c1-823d-7e1c0ab35047,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,16
471007fa-5211-4f6c-9333-bf90c144e305,The First Horseman,John Case,13
c4ac17c9-fcac-4763-9303-e97ff6f52170,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,12
9f7d630b-56ff-4934-9690-81c0e53265dd,Dog Handling,CLARE NAYLOR,10
100f8dda-ec82-48fa-b9bf-b3ad85b042f1,See Jane Date (Red Dress Ink (Paperback)),Melissa Senate,17
53a7b40a-0285-4193-9b76-75fe49b7b7a0,Milkrun,Sarah Mlynowski,11
65e4490e-c2c7-48c8-93c4-a2fdc555c6af,Dating Without Novocaine (Red Dress Ink),Lisa Cach,19
1bb528bf-ab1c-4a9f-a6f0-cb7dc648d217,Strapless (Red Dress Ink (Paperback)),Leigh Riker,13
2d094309-9bf1-4097-bc56-43cbd7b5965c,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,15
ef65b646-26ee-43cb-9b37-d43fddfdaa38,The Macgregors: Serena - Caine (The Macgregors),Nora Roberts,14
460889b9-fb56-4281-9cd2-fb5c16a7946d,Plainsong (Vintage Contemporaries),KENT HARUF,19
ee755ff0-ecbe-4ec0-b8d1-51a35823e7e5,Midwives: A Novel,Chris Bohjalian,10
d1a724d0-cf91-434b-b46a-3b68d411a5f4,I Don't Know How She Does It,ALLISON PEARSON,15
f049a403-820b-4fd7-8d37-1cb1dd5007f7,Empire Falls,Richard Russo,17
a19d9074-7aed-4312-9f03-e27e08589b15,Stargirl,JERRY SPINELLI,18
c501be30-9ae5-4d1f-b150-6b7d7b8dbbfd,Creed for the Third Millennium,Colleen McCullough,17
5acde670-065e-4e60-8747-f0eebf344701,Serpent's Tooth : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,15
f7ab7f2d-ccaa-4866-b6e7-25bbe89e2ea0,Lucy Sullivan Is Getting Married,Marian Keyes,14
f76bea9e-30f3-4842-b51a-512759380492,The Princess Diaries,Meg Cabot,18
deccdce8-6269-4218-b3c6-763f42406f44,Last Chance Saloon,Marian Keyes,17
1bd70ad8-f720-497b-a446-c6feaaa19dfc,"For Better, for Worse: A Novel",Carole Matthews,14
bcce2bf0-0c0d-4a85-adba-09fa70b5105e,Animal Husbandry,Laura Zigman,17
b9a128de-31c6-4fcc-9f4b-b45340a24eed,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,10
537e6a00-3af3-4247-a17c-374d8e7468b1,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,17
02afe5a8-21df-49f0-a056-15d71af80ea7,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,17
8f54965d-27eb-488f-b258-a19d83928aa1,Apocalipstick,SUE MARGOLIS,15
61e04d8b-7b22-4baf-a4da-4a1c239a11e0,The Client,John Grisham,10
86e81b62-1144-4b0d-8efc-ae02e8d97a7c,The Chamber,John Grisham,14
af25df16-0400-4387-b15a-ed2cc59f17fd,Ella Minnow Pea: A Novel in Letters,Mark Dunn,18
0af288b0-1862-4dc1-a2fe-0a87b829df7d,The Sisterhood of the Traveling Pants,Ann Brashares,11
c99ab76f-e87d-47bb-953e-dc9f3487621e,An Instance of the Fingerpost,Iain Pears,19
abb539fd-602d-437e-9ccc-f3674d621ae9,Abduction,Robin Cook,11
be42c2a7-982b-409d-b79a-d73b7291d15b,Hannibal,Thomas Harris,11
d596004a-c938-449b-bb8c-3834de3e9c0e,The Charm School,Nelson DeMille,18
5110c5ce-eabf-4da4-a5da-0a20e79b0c5a,Daisy Fay and the Miracle Man,Fannie Flagg,15
fd6d5fe8-b816-4b26-b8c7-27922caf0b09,Fat Tuesday,Sandra Brown,13
a6822244-d02a-437c-945a-e358bb82110d,The Alibi,Sandra Brown,12
8b2a6ff2-d2aa-43d9-a762-3dc05578f198,The Honk and Holler Opening Soon,Billie Letts,13
1b92cbde-b7e0-4a6b-a8b9-1a1745cc7161,The Future Homemakers of America,Laurie Graham,13
130d5438-78ab-47f7-a342-8555c770e750,A Pirate Looks at Fifty,Jimmy Buffett,15
96515f81-28b9-463d-895f-5966599d7a71,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,11
03bd4d53-6a08-4da4-8be5-00df28028d21,Mystery,Peter Straub,10
f1896da8-1dd0-4a2a-a8f3-71bbfc95e97d,How to Murder a Millionaire,Nancy Martin,17
fbda6225-a015-42d3-890e-fbd12562e73f,The Trials of Tiffany Trott,Isabel Wolff,13
51a25c19-8cb0-454c-9875-2bfa4c0e0470,Beauty's Release,A. N. Roquelaure,15
07483d0b-9ca3-46f2-81ce-1231b7380fc7,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,11
2bb0f42b-aa6f-4560-8414-fe4871dc43c5,Bad Heir Day,Wendy Holden,17
d42aa610-f177-44d3-8561-be59cde4ac1e,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,12
a53af7ff-ed10-4548-8bd8-186e68cdfa89,Hiding Place,Corrie Ten Boom,16
3ddf2b56-0a13-4cab-ad01-c785f213859c,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,18
ebad2c84-2398-40d2-ae36-fa6762e0dd43,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,10
240a4822-1003-4707-bd44-451beb004053,God Save the Sweet Potato Queens,JILL CONNER BROWNE,14
a4eee5ec-d591-4c6e-97ea-26864913619a,Bridget Jones's Diary,Helen Fielding,12
1e61e16a-e2dd-4750-8b93-066f88575034,While My Pretty One Sleeps,Mary Higgins Clark,14
356c35da-d37e-4872-bb58-f70dc7db2ef7,A Civil Action,JONATHAN HARR,12
936aa99f-1e19-42c2-a3da-58e681e8d1a0,Pay It Forward: A Novel,Catherine Ryan Hyde,10
18bc2971-9baa-4595-ac60-fd30de4f8641,Good in Bed,Jennifer Weiner,13
493b9b22-2e55-40d8-a7db-b8d53cffd736,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,11
ce376ae6-e45a-4856-9fc1-35166cb084de,Bookends : A Novel,Jane Green,17
cfa61ee6-db8e-483d-9d2a-7feb277ea728,Fourplay: A Novel,Jane Moore,17
d073db22-3e2f-4796-b192-096f25188793,Shopgirl : A Novella,Steve Martin,16
3d217a1c-9f58-4f80-b426-51e3b55233c6,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,14
48a464ae-db9e-43cc-9f60-70d0b0bcc925,Shopgirl,Steve Martin,15
d16eae77-8c67-4d25-9afb-1cfc533c74fd,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum,12
af0c6fdb-fd9c-4da7-aeda-f0dd416ab55a,"Welcome to the World, Baby Girl!",Fannie Flagg,19
dd5020cc-c778-4722-aef7-91d62d86162c,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,14
b13b6ac4-b543-4be8-9ee9-1b2a84d545f6,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,19
a60f4500-944d-4e34-8175-cb8d6ede6690,What to Expect the First Year,Arlene Eisenberg,11
6c8a8ca9-7eae-4a9b-8832-2429bbff74a7,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,12
87273a11-646b-4482-acc3-13cc90319049,"Dakota Born (Dakota Trilogy, Book 1)",Debbie Macomber,16
f13d7164-aa96-4989-92ae-160a474fe7d6,Beach House,Mary Alice Monroe,17
2b9cf136-1558-41a0-a437-57d4ec5babbd,A Gift To Last,Debbie Macomber,17
94a69f4c-c5f5-4613-b026-4d1cfef4d3d4,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,17
