user,rating,title
31315,0.0,The Poisonwood Bible: A Novel
35050,0.0,The Poisonwood Bible: A Novel
36606,0.0,The Poisonwood Bible: A Novel
36836,0.0,The Poisonwood Bible: A Novel
36907,0.0,The Poisonwood Bible: A Novel
39646,0.0,The Poisonwood Bible: A Novel
40943,0.0,The Poisonwood Bible: A Novel
46398,0.0,The Poisonwood Bible: A Novel
48494,0.0,The Poisonwood Bible: A Novel
51350,0.0,The Poisonwood Bible: A Novel
60277,0.0,The Poisonwood Bible: A Novel
62895,0.0,The Poisonwood Bible: A Novel
63394,0.0,The Poisonwood Bible: A Novel
63938,0.0,The Poisonwood Bible: A Novel
68555,0.0,The Poisonwood Bible: A Novel
69232,0.0,The Poisonwood Bible: A Novel
70052,0.0,The Poisonwood Bible: A Novel
70415,0.0,The Poisonwood Bible: A Novel
79186,0.0,The Poisonwood Bible: A Novel
81492,0.0,The Poisonwood Bible: A Novel
83637,0.0,The Poisonwood Bible: A Novel
85426,0.0,The Poisonwood Bible: A Novel
86202,0.0,The Poisonwood Bible: A Novel
91203,9.0,The Poisonwood Bible: A Novel
91931,0.0,The Poisonwood Bible: A Novel
93629,0.0,The Poisonwood Bible: A Novel
95932,0.0,The Poisonwood Bible: A Novel
100846,0.0,The Poisonwood Bible: A Novel
104429,0.0,The Poisonwood Bible: A Novel
105979,9.0,The Poisonwood Bible: A Novel
107784,9.0,The Poisonwood Bible: A Novel
108005,0.0,The Poisonwood Bible: A Novel
109901,0.0,The Poisonwood Bible: A Novel
110912,0.0,The Poisonwood Bible: A Novel
112001,10.0,The Poisonwood Bible: A Novel
112881,0.0,The Poisonwood Bible: A Novel
113519,0.0,The Poisonwood Bible: A Novel
113904,8.0,The Poisonwood Bible: A Novel
114414,0.0,The Poisonwood Bible: A Novel
114868,0.0,The Poisonwood Bible: A Novel
114988,0.0,The Poisonwood Bible: A Novel
115120,0.0,The Poisonwood Bible: A Novel
124487,0.0,The Poisonwood Bible: A Novel
124942,0.0,The Poisonwood Bible: A Novel
125692,0.0,The Poisonwood Bible: A Novel
128208,0.0,The Poisonwood Bible: A Novel
129074,0.0,The Poisonwood Bible: A Novel
135831,0.0,The Poisonwood Bible: A Novel
136139,0.0,The Poisonwood Bible: A Novel
136205,0.0,The Poisonwood Bible: A Novel
136382,3.0,The Poisonwood Bible: A Novel
137589,9.0,The Poisonwood Bible: A Novel
140000,0.0,The Poisonwood Bible: A Novel
141493,6.0,The Poisonwood Bible: A Novel
145641,10.0,The Poisonwood Bible: A Novel
147847,0.0,The Poisonwood Bible: A Novel
177090,0.0,The Poisonwood Bible: A Novel
180586,0.0,The Poisonwood Bible: A Novel
187145,0.0,The Poisonwood Bible: A Novel
192093,0.0,The Poisonwood Bible: A Novel
199772,0.0,The Poisonwood Bible: A Novel
209373,0.0,The Poisonwood Bible: A Novel
210792,0.0,The Poisonwood Bible: A Novel
217106,0.0,The Poisonwood Bible: A Novel
229313,0.0,The Poisonwood Bible: A Novel
230522,0.0,The Poisonwood Bible: A Novel
231237,7.0,The Poisonwood Bible: A Novel
234828,3.0,The Poisonwood Bible: A Novel
235282,0.0,The Poisonwood Bible: A Novel
235392,0.0,The Poisonwood Bible: A Novel
236959,0.0,The Poisonwood Bible: A Novel
238781,0.0,The Poisonwood Bible: A Novel
239594,8.0,The Poisonwood Bible: A Novel
240568,0.0,The Poisonwood Bible: A Novel
242299,0.0,The Poisonwood Bible: A Novel
251394,0.0,The Poisonwood Bible: A Novel
252820,0.0,The Poisonwood Bible: A Novel
254465,0.0,The Poisonwood Bible: A Novel
260897,0.0,The Poisonwood Bible: A Novel
261829,0.0,The Poisonwood Bible: A Novel
268622,0.0,The Poisonwood Bible: A Novel
271195,5.0,The Poisonwood Bible: A Novel
273979,0.0,The Poisonwood Bible: A Novel
277427,0.0,Bel Canto: A Novel
11676,0.0,Bel Canto: A Novel
16795,0.0,Bel Canto: A Novel
43246,0.0,Bel Canto: A Novel
44728,0.0,Bel Canto: A Novel
80538,0.0,Bel Canto: A Novel
113270,10.0,Bel Canto: A Novel
128696,0.0,Bel Canto: A Novel
150979,9.0,Bel Canto: A Novel
155147,7.0,Bel Canto: A Novel
165308,0.0,Bel Canto: A Novel
173415,10.0,Bel Canto: A Novel
174304,0.0,Bel Canto: A Novel
204864,0.0,Bel Canto: A Novel
225763,0.0,Bel Canto: A Novel
238120,0.0,Bel Canto: A Novel
264317,0.0,Bel Canto: A Novel
271705,0.0,Bel Canto: A Novel
78783,0.0,Bel Canto: A Novel
182085,0.0,Bel Canto: A Novel
102967,0.0,Bel Canto: A Novel
148744,8.0,Bel Canto: A Novel
43842,5.0,Bel Canto: A Novel
6575,9.0,Bel Canto: A Novel
21014,0.0,Bel Canto: A Novel
35859,9.0,Bel Canto: A Novel
217121,0.0,Bel Canto: A Novel
236757,9.0,Bel Canto: A Novel
85526,0.0,Bel Canto: A Novel
130571,9.0,Bel Canto: A Novel
156150,0.0,Bel Canto: A Novel
224349,0.0,Bel Canto: A Novel
7346,0.0,Bel Canto: A Novel
36606,0.0,Bel Canto: A Novel
39646,0.0,Bel Canto: A Novel
51350,0.0,Bel Canto: A Novel
68555,0.0,Bel Canto: A Novel
86202,0.0,Bel Canto: A Novel
91931,0.0,Bel Canto: A Novel
105979,0.0,Bel Canto: A Novel
108005,0.0,Bel Canto: A Novel
114414,0.0,Bel Canto: A Novel
114988,0.0,Bel Canto: A Novel
115120,0.0,Bel Canto: A Novel
135831,0.0,Bel Canto: A Novel
137589,0.0,Bel Canto: A Novel
140000,9.0,Bel Canto: A Novel
145641,0.0,Bel Canto: A Novel
177090,0.0,Bel Canto: A Novel
187145,0.0,Bel Canto: A Novel
231237,10.0,Bel Canto: A Novel
239594,0.0,Bel Canto: A Novel
273979,9.0,Bel Canto: A Novel
6242,7.0,Bel Canto: A Novel
7915,0.0,Bel Canto: A Novel
10447,0.0,Bel Canto: A Novel
23768,8.0,Bel Canto: A Novel
29259,0.0,Bel Canto: A Novel
37712,10.0,Bel Canto: A Novel
39281,0.0,Bel Canto: A Novel
55492,0.0,Bel Canto: A Novel
56959,0.0,Bel Canto: A Novel
61619,0.0,Bel Canto: A Novel
64436,7.0,Bel Canto: A Novel
76352,6.0,Bel Canto: A Novel
76942,0.0,Bel Canto: A Novel
81977,0.0,Bel Canto: A Novel
85757,0.0,Bel Canto: A Novel
89602,7.0,Bel Canto: A Novel
91832,10.0,Bel Canto: A Novel
95359,9.0,Bel Canto: A Novel
101305,8.0,Bel Canto: A Novel
101876,0.0,Bel Canto: A Novel
110973,0.0,Bel Canto: A Novel
115490,0.0,Bel Canto: A Novel
122429,0.0,Bel Canto: A Novel
123790,0.0,Bel Canto: A Novel
124363,0.0,Bel Canto: A Novel
129465,0.0,Bel Canto: A Novel
131402,0.0,Bel Canto: A Novel
132083,0.0,Bel Canto: A Novel
133571,0.0,Bel Canto: A Novel
135045,0.0,Bel Canto: A Novel
135458,9.0,Bel Canto: A Novel
141710,0.0,Bel Canto: A Novel
143175,0.0,Bel Canto: A Novel
143792,0.0,Bel Canto: A Novel
151589,10.0,Bel Canto: A Novel
160819,0.0,Bel Canto: A Novel
168144,10.0,Bel Canto: A Novel
172742,0.0,Bel Canto: A Novel
174092,0.0,Bel Canto: A Novel
180651,8.0,Bel Canto: A Novel
181687,7.0,Bel Canto: A Novel
206534,9.0,Bel Canto: A Novel
208141,0.0,Bel Canto: A Novel
211430,9.0,Bel Canto: A Novel
212923,10.0,Bel Canto: A Novel
221445,0.0,Bel Canto: A Novel
223087,5.0,Bel Canto: A Novel
224764,5.0,Bel Canto: A Novel
227447,0.0,Bel Canto: A Novel
232131,9.0,Bel Canto: A Novel
238526,0.0,Bel Canto: A Novel
252695,7.0,Bel Canto: A Novel
255489,9.0,Bel Canto: A Novel
259629,0.0,Bel Canto: A Novel
274004,8.0,Bel Canto: A Novel
277427,9.0,One for the Money (Stephanie Plum Novels (Paperback))
11676,8.0,One for the Money (Stephanie Plum Novels (Paperback))
13552,0.0,One for the Money (Stephanie Plum Novels (Paperback))
16795,9.0,One for the Money (Stephanie Plum Novels (Paperback))
25981,0.0,One for the Money (Stephanie Plum Novels (Paperback))
41084,0.0,One for the Money (Stephanie Plum Novels (Paperback))
43246,0.0,One for the Money (Stephanie Plum Novels (Paperback))
82407,0.0,One for the Money (Stephanie Plum Novels (Paperback))
112026,0.0,One for the Money (Stephanie Plum Novels (Paperback))
119575,0.0,One for the Money (Stephanie Plum Novels (Paperback))
128835,0.0,One for the Money (Stephanie Plum Novels (Paperback))
130474,0.0,One for the Money (Stephanie Plum Novels (Paperback))
165308,10.0,One for the Money (Stephanie Plum Novels (Paperback))
178667,0.0,One for the Money (Stephanie Plum Novels (Paperback))
196077,0.0,One for the Money (Stephanie Plum Novels (Paperback))
200226,0.0,One for the Money (Stephanie Plum Novels (Paperback))
204864,0.0,One for the Money (Stephanie Plum Novels (Paperback))
225763,0.0,One for the Money (Stephanie Plum Novels (Paperback))
243077,8.0,One for the Money (Stephanie Plum Novels (Paperback))
265313,0.0,One for the Money (Stephanie Plum Novels (Paperback))
78783,0.0,One for the Money (Stephanie Plum Novels (Paperback))
135149,7.0,One for the Money (Stephanie Plum Novels (Paperback))
30276,7.0,One for the Money (Stephanie Plum Novels (Paperback))
162639,0.0,One for the Money (Stephanie Plum Novels (Paperback))
175003,0.0,One for the Money (Stephanie Plum Novels (Paperback))
227520,0.0,One for the Money (Stephanie Plum Novels (Paperback))
6575,0.0,One for the Money (Stephanie Plum Novels (Paperback))
35859,10.0,One for the Money (Stephanie Plum Novels (Paperback))
217375,0.0,One for the Money (Stephanie Plum Novels (Paperback))
236757,5.0,One for the Money (Stephanie Plum Novels (Paperback))
130571,8.0,One for the Money (Stephanie Plum Novels (Paperback))
133747,0.0,One for the Money (Stephanie Plum Novels (Paperback))
206567,0.0,One for the Money (Stephanie Plum Novels (Paperback))
6251,7.0,One for the Money (Stephanie Plum Novels (Paperback))
7346,0.0,One for the Money (Stephanie Plum Novels (Paperback))
13273,0.0,One for the Money (Stephanie Plum Novels (Paperback))
70415,0.0,One for the Money (Stephanie Plum Novels (Paperback))
108005,0.0,One for the Money (Stephanie Plum Novels (Paperback))
113519,0.0,One for the Money (Stephanie Plum Novels (Paperback))
125692,0.0,One for the Money (Stephanie Plum Novels (Paperback))
136205,0.0,One for the Money (Stephanie Plum Novels (Paperback))
145641,10.0,One for the Money (Stephanie Plum Novels (Paperback))
242299,8.0,One for the Money (Stephanie Plum Novels (Paperback))
254465,0.0,One for the Money (Stephanie Plum Novels (Paperback))
7915,8.0,One for the Money (Stephanie Plum Novels (Paperback))
23768,8.0,One for the Money (Stephanie Plum Novels (Paperback))
64436,7.0,One for the Money (Stephanie Plum Novels (Paperback))
95359,8.0,One for the Money (Stephanie Plum Novels (Paperback))
131402,9.0,One for the Money (Stephanie Plum Novels (Paperback))
133571,7.0,One for the Money (Stephanie Plum Novels (Paperback))
141710,0.0,One for the Money (Stephanie Plum Novels (Paperback))
221445,0.0,One for the Money (Stephanie Plum Novels (Paperback))
227447,0.0,One for the Money (Stephanie Plum Novels (Paperback))
232131,0.0,One for the Money (Stephanie Plum Novels (Paperback))
255489,0.0,One for the Money (Stephanie Plum Novels (Paperback))
259629,0.0,One for the Money (Stephanie Plum Novels (Paperback))
6543,8.0,One for the Money (Stephanie Plum Novels (Paperback))
8067,10.0,One for the Money (Stephanie Plum Novels (Paperback))
14521,0.0,One for the Money (Stephanie Plum Novels (Paperback))
26544,0.0,One for the Money (Stephanie Plum Novels (Paperback))
33974,0.0,One for the Money (Stephanie Plum Novels (Paperback))
37950,0.0,One for the Money (Stephanie Plum Novels (Paperback))
60337,0.0,One for the Money (Stephanie Plum Novels (Paperback))
62272,0.0,One for the Money (Stephanie Plum Novels (Paperback))
75860,0.0,One for the Money (Stephanie Plum Novels (Paperback))
84024,0.0,One for the Money (Stephanie Plum Novels (Paperback))
85656,0.0,One for the Money (Stephanie Plum Novels (Paperback))
88793,9.0,One for the Money (Stephanie Plum Novels (Paperback))
93363,0.0,One for the Money (Stephanie Plum Novels (Paperback))
96054,0.0,One for the Money (Stephanie Plum Novels (Paperback))
102275,0.0,One for the Money (Stephanie Plum Novels (Paperback))
104636,9.0,One for the Money (Stephanie Plum Novels (Paperback))
104665,6.0,One for the Money (Stephanie Plum Novels (Paperback))
115003,7.0,One for the Money (Stephanie Plum Novels (Paperback))
129008,0.0,One for the Money (Stephanie Plum Novels (Paperback))
129358,0.0,One for the Money (Stephanie Plum Novels (Paperback))
136010,8.0,One for the Money (Stephanie Plum Novels (Paperback))
144531,0.0,One for the Money (Stephanie Plum Novels (Paperback))
145165,8.0,One for the Money (Stephanie Plum Novels (Paperback))
146113,7.0,One for the Money (Stephanie Plum Novels (Paperback))
149934,0.0,One for the Money (Stephanie Plum Novels (Paperback))
153662,9.0,One for the Money (Stephanie Plum Novels (Paperback))
156269,0.0,One for the Money (Stephanie Plum Novels (Paperback))
157273,0.0,One for the Money (Stephanie Plum Novels (Paperback))
161752,0.0,One for the Money (Stephanie Plum Novels (Paperback))
167471,9.0,One for the Money (Stephanie Plum Novels (Paperback))
170229,0.0,One for the Money (Stephanie Plum Novels (Paperback))
177072,0.0,One for the Money (Stephanie Plum Novels (Paperback))
177374,0.0,One for the Money (Stephanie Plum Novels (Paperback))
177458,8.0,One for the Money (Stephanie Plum Novels (Paperback))
194669,0.0,One for the Money (Stephanie Plum Novels (Paperback))
195694,0.0,One for the Money (Stephanie Plum Novels (Paperback))
210485,0.0,One for the Money (Stephanie Plum Novels (Paperback))
213350,0.0,One for the Money (Stephanie Plum Novels (Paperback))
218552,0.0,One for the Money (Stephanie Plum Novels (Paperback))
226879,0.0,One for the Money (Stephanie Plum Novels (Paperback))
235105,0.0,One for the Money (Stephanie Plum Novels (Paperback))
236340,0.0,One for the Money (Stephanie Plum Novels (Paperback))
239584,5.0,One for the Money (Stephanie Plum Novels (Paperback))
240144,0.0,One for the Money (Stephanie Plum Novels (Paperback))
242824,0.0,One for the Money (Stephanie Plum Novels (Paperback))
245410,7.0,One for the Money (Stephanie Plum Novels (Paperback))
250184,8.0,One for the Money (Stephanie Plum Novels (Paperback))
252071,0.0,One for the Money (Stephanie Plum Novels (Paperback))
259260,9.0,One for the Money (Stephanie Plum Novels (Paperback))
265115,0.0,One for the Money (Stephanie Plum Novels (Paperback))
271284,0.0,One for the Money (Stephanie Plum Novels (Paperback))
275970,0.0,One for the Money (Stephanie Plum Novels (Paperback))
277427,0.0,The Tao of Pooh
3363,0.0,The Tao of Pooh
11676,8.0,The Tao of Pooh
41084,0.0,The Tao of Pooh
44728,0.0,The Tao of Pooh
55548,10.0,The Tao of Pooh
60244,0.0,The Tao of Pooh
128696,0.0,The Tao of Pooh
150979,8.0,The Tao of Pooh
184299,0.0,The Tao of Pooh
198711,0.0,The Tao of Pooh
200226,0.0,The Tao of Pooh
211426,9.0,The Tao of Pooh
234597,10.0,The Tao of Pooh
266865,0.0,The Tao of Pooh
55187,5.0,The Tao of Pooh
171118,0.0,The Tao of Pooh
234623,0.0,The Tao of Pooh
247447,0.0,The Tao of Pooh
21014,0.0,The Tao of Pooh
164027,10.0,The Tao of Pooh
224349,0.0,The Tao of Pooh
6251,10.0,The Tao of Pooh
60277,0.0,The Tao of Pooh
81492,0.0,The Tao of Pooh
85426,0.0,The Tao of Pooh
93629,0.0,The Tao of Pooh
114868,0.0,The Tao of Pooh
114988,0.0,The Tao of Pooh
217106,5.0,The Tao of Pooh
230522,0.0,The Tao of Pooh
252820,0.0,The Tao of Pooh
268622,0.0,The Tao of Pooh
55492,0.0,The Tao of Pooh
56959,0.0,The Tao of Pooh
89602,0.0,The Tao of Pooh
91832,0.0,The Tao of Pooh
101876,8.0,The Tao of Pooh
115490,0.0,The Tao of Pooh
14521,0.0,The Tao of Pooh
37950,6.0,The Tao of Pooh
85656,0.0,The Tao of Pooh
245827,0.0,The Tao of Pooh
245963,0.0,The Tao of Pooh
226965,10.0,The Tao of Pooh
32773,8.0,The Tao of Pooh
38023,0.0,The Tao of Pooh
50547,0.0,The Tao of Pooh
56399,10.0,The Tao of Pooh
56447,8.0,The Tao of Pooh
69355,5.0,The Tao of Pooh
78834,0.0,The Tao of Pooh
88693,8.0,The Tao of Pooh
98758,0.0,The Tao of Pooh
101851,10.0,The Tao of Pooh
125519,0.0,The Tao of Pooh
127359,0.0,The Tao of Pooh
168064,7.0,The Tao of Pooh
179772,10.0,The Tao of Pooh
179978,10.0,The Tao of Pooh
187170,0.0,The Tao of Pooh
189835,5.0,The Tao of Pooh
198621,0.0,The Tao of Pooh
203240,0.0,The Tao of Pooh
249628,0.0,The Tao of Pooh
249894,8.0,The Tao of Pooh
251422,7.0,The Tao of Pooh
268932,0.0,The Tao of Pooh
277427,0.0,Girl in Hyacinth Blue
11676,7.0,Girl in Hyacinth Blue
60244,8.0,Girl in Hyacinth Blue
80538,8.0,Girl in Hyacinth Blue
128696,9.0,Girl in Hyacinth Blue
165308,8.0,Girl in Hyacinth Blue
204864,0.0,Girl in Hyacinth Blue
211426,7.0,Girl in Hyacinth Blue
225763,0.0,Girl in Hyacinth Blue
238120,0.0,Girl in Hyacinth Blue
271705,8.0,Girl in Hyacinth Blue
98741,0.0,Girl in Hyacinth Blue
102967,8.0,Girl in Hyacinth Blue
